"º¸¾ÈµîÀ§Ä¡¸í",¼³Ä¡°³¼ö,¼ÒÀçÁöµµ·Î¸íÁÖ¼Ò,¼ÒÀçÁöÁö¹øÁÖ¼Ò,À§µµ,°æµµ,¼³Ä¡¿¬µµ,¼³Ä¡ÇüÅÂ,°ü¸®±â°üÀüÈ­¹øÈ£,°ü¸®±â°ü¸í,µ¥ÀÌÅÍ±âÁØÀÏÀÚ
"È¿¹®µ¿65",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 322-1,35.583539,129.369206,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿66",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 323-6,35.583801,129.369024,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿67",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 457,35.583461,129.368412,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿68",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 455-2,35.583269,129.3681275206,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿69",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 461-1,35.5829771309,129.3683666699,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿70",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 459,35.583504,129.3687953881,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿71",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 318-3,35.582457,129.367994,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿72",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 318-1,35.5823051644,129.3677323932,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿73",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 319-3,35.582562,129.367844,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿74",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 451-6,35.5830231002,129.3677799,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿75",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 443,35.583504,129.3675826740,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿76",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 446-2,35.583094,129.367425,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿77",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 441-1,35.5835792091,129.366964,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿78",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 379-3,35.5834373007,129.3662612,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿79",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 421-2,35.5831038196,129.3663032517,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿80",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 437-7,35.5825835817,129.366256,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿81",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 424-3,35.5826881698,129.3657801055,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿82",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 481-3,35.582492,129.3667312038,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿83",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 480-3,35.582588,129.367125,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿84",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 439-9,35.583016,129.367018,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿85",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 477-1,35.5823218274,129.367007,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿86",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 472,35.581986,129.3671868683,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿87",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 317-4,35.5817021911,129.367136,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿88",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 486-2,35.581672,129.366342,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿89",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 317-1,35.581576,129.3667339555,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿90",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 317-2,35.5816142654,129.3668829281,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿91",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 488,35.581733,129.365945,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿92",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 489-5,35.582039,129.3661682183,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿93",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 488-1,35.581681,129.3654392357,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿94",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 493-3,35.5811234317,129.3652881240,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿95",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 494-2,35.581358,129.365569,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿96",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 385-8,35.581262,129.364851,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿97",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 383-7,35.581437,129.364851,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿98",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 383-5,35.581733,129.364797,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿99",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 489-2,35.5820202821,129.365773,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿100",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 489-1,35.5819443653,129.365999,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿101",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 489-5,35.582039,129.366181,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿102",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 425,35.582431,129.365666,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿103",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 432-8,35.582143,129.3652730837,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿104",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 429-6,35.582117,129.364979,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿105",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 430-1,35.582283,129.364754,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿106",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 381-13,35.582108,129.364582,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿107",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 1032-11,35.581855,129.3642208364,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿108",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 381-19,35.581559,129.363745,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿109",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 385-1,35.5812174356,129.3638913125,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿110",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 304-5,35.582545,129.369582,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿111",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 304-1,35.5822771954,129.369078,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿112",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 314-14,35.58191102,129.3683452896,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿113",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 314-15,35.58181543,129.3681859120,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿114",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 312-1,35.581375,129.367865,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿115",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 312-17,35.581358,129.368091,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿116",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 312-15,35.581559,129.368348,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿117",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 310-11,35.5814073753,129.368477,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿118",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 307-9,35.580957,129.3692270557,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿119",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 307-4,35.5815422941,129.369249,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿120",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 307-1,35.5819104760,129.369249,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿121",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 304-13,35.5823103869,129.3693915671,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿122",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 306-1,35.5814407095,129.369636,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿123",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 306-4,35.581035,129.369625,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿124",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 306-6,35.5807962622,129.369518,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿125",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 306-6,35.5807962622,129.3695980914,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿126",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 306-9,35.580922,129.3697532805,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿127",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 306-11,35.581175,129.369767,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿128",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 305-7,35.5816150125,129.369764,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿129",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 305-12,35.582213,129.369829,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿130",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 304-9,35.582641,129.369904,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿131",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 296-8,35.584901,129.371556,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿132",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 297-8,35.584525,129.371599,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿133",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 298-8,35.58426605,129.3715858445,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿134",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 300-5,35.583862,129.371288,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿135",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 301-4,35.5834922814,129.3708757626,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿136",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 301-5,35.583361,129.3707828957,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿137",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 301-5,35.5833578710,129.3707828957,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿138",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 301-8,35.583417,129.3704309922,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿139",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 301-1,35.583566,129.3705722317,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿140",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 300-1,35.583871,129.370633,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿141",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 300-3,35.583854,129.370934,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿142",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 298-1,35.5842199763,129.370666,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿143",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 298-3,35.5842160747,129.370923,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿144",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 298-6,35.584194,129.3713151879,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿145",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ È¿¹®µ¿ 954,35.5699320225,129.3719173312,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿146",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 297-1,35.5845684764,129.3706566742,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿147",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 296-1,35.584918,129.370666,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿148",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 296-4,35.5849180918,129.371052,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿149",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 295-1,35.585328,129.370666,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿150",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 295-4,35.585302,129.3710141732,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿151",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 291-8,35.585886,129.371417,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿152",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 291-7,35.586017,129.371395,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿153",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 290-7,35.586419,129.371438,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿154",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 290-5,35.586427,129.3711339546,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿155",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 289-7,35.5868139973,129.371459,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿156",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 265-46,35.5877187004,129.372586,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿157",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 285-9,35.587422,129.371567,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿158",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 285-8,35.5876067381,129.371567,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿159",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 283-15,35.588181,129.371395,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿160",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 283-19,35.588181,129.370891,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿161",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 284-1,35.587946,129.370537,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿162",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 285-1,35.5876328590,129.370687,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿163",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 285-3,35.5876101524,129.370934,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿164",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 286-6,35.5874347849,129.370333,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿165",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 285-11,35.587431,129.3712873442,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿166",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 288-14,35.5870466811,129.3706673298,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿167",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 289-3,35.586811,129.3709295768,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿168",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 290-1,35.58647051,129.3706353,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿169",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 291-1,35.586052,129.370676,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿170",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 290-12,35.5863010342,129.3708933046,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿171",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 291-14,35.5859087856,129.370655,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿172",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 359-1,35.5877781,129.3685105949,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿173",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 358-1,35.5873943164,129.3685367483,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿174",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 358-14,35.5872675503,129.3685545226,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿175",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 357-14,35.5869917429,129.3686093802,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿176",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 356-12,35.58660918,129.3686815,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿177",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 356-9,35.5866448538,129.3691184,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
