보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
회포길 03 ,1,,충청북도 영동군 황간면 회포길 18-1 앞 ,,36.2432160882,127.852416664,한전주,043-740-3503,충청북도 영동군청,2016-09-23
회포길 03-R1 ,1,,충청북도 영동군 황간면 회포길 19-12 ,,36.2436920101,127.851389441,한전주,043-740-3503,충청북도 영동군청,2016-09-23
회포길 04 ,1,,충청북도 영동군 황간면 회포길 23 ,,36.2439586013,127.85191743,한전주,043-740-3503,충청북도 영동군청,2016-09-23
회포길 05 ,1,,충청북도 영동군 황간면 황간면 회포리 77-1 ,,36.2444307353,127.852434304,한전주,043-740-3503,충청북도 영동군청,2016-09-23
회포길 05-R1 ,1,,충청북도 영동군 황간면 회포길 23-2 ,,36.2440265215,127.851490969,한전주,043-740-3503,충청북도 영동군청,2016-09-23
회포길 06 ,1,,충청북도 영동군 황간면 황간면회포길 27-1 ,,36.2443570483,127.851645855,한전주,043-740-3503,충청북도 영동군청,2016-09-23
회포길 06-L1 ,1,,충청북도 영동군 황간면 회포길 30 ,,36.2444241289,127.852349682,한전주,043-740-3503,충청북도 영동군청,2016-09-23
회포길 07 ,1,,충청북도 영동군 황간면 회포길 39 ,,36.2453258915,127.852266023,한전주,043-740-3503,충청북도 영동군청,2016-09-23
회포길 08 ,1,,충청북도 영동군 용화면 자계리 횡지1길11 ,,36.060010788,127.751499552,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지1길 01 ,1,,충청북도 영동군 용화면 횡지1길 17 위쪽길 ,,36.0602936576,127.751804138,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지1길 02 ,1,,충청북도 영동군 용화면 횡지2길 5 ,,36.0613521225,127.754313757,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지2길 01 ,1,,충청북도 영동군 용화면 횡지2길 9 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지2길 02 ,1,,충청북도 영동군 용화면 횡지2길 9-10 ,,36.061229227,127.755511301,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지2길 03 ,1,,충청북도 영동군 용화면 횡지2길 15-3 ,,36.0609708161,127.755331243,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 01 ,1,,충청북도 영동군 학산면  철동길 8앞 ,,36.0769180262,127.68458981,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 02 ,1,,충청북도 영동군 학산면  철동길 13 ,,36.0764958024,127.684670521,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 03 ,1,,충청북도 영동군 학산면  철동길 21 ,,36.0762542424,127.685307868,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 04 ,1,,충청북도 영동군 학산면  철동길 39 ,,36.0763329348,127.685415124,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 05 ,1,,충청북도 영동군 학산면  철동길 31 ,,36.075804576,127.685774662,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 06 ,1,,충청북도 영동군 학산면  아암리395번지 ,,36.0762951999,127.686968992,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 06-L1 ,1,,충청북도 영동군 학산면 아암리 철동 공암철동길 122 - 22  ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 06-L2  ,1,,충청북도 영동군 학산면  340 ,,36.0755052915,127.685159273,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 07 ,1,,충청북도 영동군 학산면  철동길 ,,36.0762764794,127.685201487,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 08 ,1,,충청북도 영동군 학산면  철동길 ,,36.0762764794,127.685201487,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 09 ,1,,충청북도 영동군 학산면  철동길 ,,36.0762764794,127.685201487,한전주,043-740-3503,충청북도 영동군청,2016-09-23
철동길 10 ,1,,충청북도 영동군 양강면 청남길3 ,,36.1619870912,127.690280883,한전주,043-740-3503,충청북도 영동군청,2016-09-23
청남길 01 ,1,,충청북도 영동군 양강면 청남길12-5 ,,36.1627715044,127.690527814,한전주,043-740-3503,충청북도 영동군청,2016-09-23
청남길 01-R1 ,1,,충청북도 영동군 양강면 청남길 12-1 앞 ,,36.1626573371,127.690322323,한전주,043-740-3503,충청북도 영동군청,2016-09-23
청남길 02 ,1,,충청북도 영동군 양강면 청남길 20 ,,36.1625969115,127.68954829,한전주,043-740-3503,충청북도 영동군청,2016-09-23
청남길 03 ,1,,충청북도 영동군 심천면 초강동길 13 ,,36.2153967112,127.719357427,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강동길 01 ,1,,충청북도 영동군 심천면 초강동길 ,,36.2145950918,127.725555539,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강동길 02 ,1,,충청북도 영동군 심천면 초강로 63 ,,36.2139038572,127.715834042,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 01 ,1,,충청북도 영동군 심천면 초강로 25-12 ,,36.2110887711,127.714594054,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 01-L1 ,1,,충청북도 영동군 심천면 초강로 2길 입구 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 02 ,1,,충청북도 영동군 심천면 초강로 88 ,,36.2159910093,127.715830813,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 03 ,1,,충청북도 영동군 심천면 초강로 100-9 ,,36.2171078258,127.715938854,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 03-R1 ,1,,충청북도 영동군 심천면 초강로 5길 1 ,,36.2176063267,127.715160456,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 04 ,1,,충청북도 영동군 심천면 초강로 109-10 ,,36.2181290185,127.714555762,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 04-L1 ,1,,충청북도 영동군 심천면 초강로 122 ,,36.2189627434,127.714985961,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 05 ,1,,충청북도 영동군 심천면 초강로 127 건너 ,,36.2193432377,127.714651328,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 06 ,1,,충청북도 영동군 심천면 초강리193 ,,36.2204638613,127.715328824,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 06-R1 ,1,,충청북도 영동군 심천면 초강로 143 ,,36.2210256803,127.714208414,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 07 ,1,,충청북도 영동군 심천면 초강로 143 ,,36.2210256803,127.714208414,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 08 ,1,,충청북도 영동군 심천면 초강로 151 ,,36.2213921905,127.71500807,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 09 ,1,,충청북도 영동군 심천면 심천면 초강로201 ,,36.2254640808,127.717656678,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로 10 ,1,,충청북도 영동군 심천면 심천면 초강로88 ,,36.2159910093,127.715830813,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로02-R1 ,1,,충청북도 영동군 심천면 초강로 63 ,,36.2139038572,127.715834042,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로1길 01 ,1,,충청북도 영동군 심천면 초강로1 안길 1-1 ,,36.2138478075,127.715562184,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로1안길 01 ,1,,충청북도 영동군 심천면 초강로1 안길 4-11 ,,36.214472454,127.715389938,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로1안길 01-R1 ,1,,충청북도 영동군 심천면 초강로1 안길 8-2 ,,36.2140796406,127.715373017,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로1안길 02 ,1,,충청북도 영동군 심천면 초강로1 안길 8-12 ,,36.2144553088,127.715242987,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로1안길 02-R1 ,1,,충청북도 영동군 심천면 초강로 2길 12 ,,36.2148396741,127.714863926,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로2길 01 ,1,,충청북도 영동군 심천면 초강로 2길 17 ,,36.214808011,127.714129657,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로2길 02 ,1,,충청북도 영동군 심천면 초강로 2길 17 ,,36.214808011,127.714129657,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로2길 03 ,1,,충청북도 영동군 심천면 초강로 3길 39-19 ,,36.2154450364,127.713090072,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로2길 04 ,1,,충청북도 영동군 심천면 초강로 3길 39-9 ,,36.2154078774,127.712671585,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로2길 05 ,1,,충청북도 영동군 심천면 초강로 2길 32-11 ,,36.2157778709,127.71349345,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로2길 05-R1 ,1,,충청북도 영동군 심천면 초강로 3길 5 ,,36.215967837,127.714883086,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로3길 01 ,1,,충청북도 영동군 심천면 초강로3길 11-8 ,,36.2158598685,127.714250427,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로3길 01-L1 ,1,,충청북도 영동군 심천면 초강로 3길 11-20 ,,36.2152474445,127.714187032,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로3길 01-L2 ,1,,충청북도 영동군 심천면 초강로 3길 13 ,,36.2159324899,127.714162119,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로3길 02 ,1,,충청북도 영동군 심천면 초강로 3길 20 ,,36.216372644,127.713494403,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로3길 02-L1 ,1,,충청북도 영동군 심천면 초강로 3길 30 ,,36.2161629978,127.712380388,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지2길 04 ,1,,충청북도 영동군 용화면 횡지2길 19 ,,36.0607911414,127.75581345,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지2길 05 ,1,,충청북도 영동군 용화면 용화면 자계리 횡지2빌 9-10 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지2길03 ,1,,충청북도 영동군 용화면 횡지구백길5(194) ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 01 ,1,,충청북도 영동군 용화면 횡지구백길5 ,,36.0525061688,127.74621214,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 02 ,1,,충청북도 영동군 용화면 횡지구백길 33-39 ,,36.0537135015,127.745677507,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 03 ,1,,충청북도 영동군 용화면 자계리 597 - 1 ,,36.0535528125,127.746590479,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 03ㅡR1 ,1,,충청북도 영동군 용화면 횡지구맥길 137 횡지리 마을회관 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 04 ,1,,충청북도 영동군 용화면 횡지구백길446→1 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 05 ,1,,충청북도 영동군 용화면 충청북도 영동군 용하면 자계리 횡지구백길 432 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 05ㅡL0 ,1,,충청북도 영동군 용화면 횡지구백길 358 ,,36.0668341733,127.770878465,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 05-L1 ,1,,충청북도 영동군 용화면 횡지구백길 350 ,,36.0671378231,127.771867111,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 05-L2 ,1,,충청북도 영동군 용화면 횡지구백길 320 앞 ,,36.0650717738,127.771385178,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 05-R1 ,1,,충청북도 영동군 용화면 횡지구백길 320 중간 ,,36.0650717738,127.771385178,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 05-R2 ,1,,충청북도 영동군 용화면 횡지구백길 338 ,,36.0663201024,127.77233864,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 05-R3 ,1,,충청북도 영동군 용화면 횡지구백길 342 ,,36.0666784703,127.772666262,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 05-R4 ,1,,충청북도 영동군 용화면 횡지구백길 344 ,,36.0671311572,127.77290157,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길 05-R5 ,1,,충청북도 영동군 용화면 자계리354번지 ,,36.0587050768,127.751047621,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길03-R1 ,1,,충청북도 영동군 용화면 자계리 168-1번지 ,,36.0660265136,127.77034667,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백길06 ,1,,충청북도 영동군 용화면자계리220-2 ,,36.0617504197,127.765407976,한전주,043-740-3503,충청북도 영동군청,2016-09-23
횡지구백안길 01 ,1,,충청북도 영동군 심천면 후곡1길 10 ,,36.2587896198,127.727788888,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후곡1길 01 ,1,,충청북도 영동군 심천면 후곡1길 16-1 ,,36.2586751377,127.727053436,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후곡1길 02 ,1,,충청북도 영동군 심천면 후곡2길 5 ,,36.2591690089,127.729416977,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후곡2길 01 ,1,,충청북도 영동군 심천면 후곡길 4 ,,36.2583282995,127.728959627,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후곡길 01 ,1,,충청북도 영동군 심천면 후곡길9 건물뒤 골목 ,,36.2586043286,127.728619477,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후곡길 02  ,1,,충청북도 영동군 심천면 후곡1길 4-1 ,,36.2587723033,127.728264969,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후곡길 03 ,1,,충청북도 영동군 심천면 후곡길 16 ,,36.2592396921,127.729057113,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후곡길 04 ,1,,충청북도 영동군 심천면 후곡길 18 입구 ,,36.2593173899,127.729320437,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후곡길 04-R1 ,1,,충청북도 영동군 추풍령면 후리1길 10 ,,36.2208647602,127.990784757,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리1길 01 ,1,,충청북도 영동군 추풍령면 후리1길 19 ,,36.2210347936,127.989839345,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리1길 02 ,1,,충청북도 영동군 추풍령면 후리길 21 ,,36.2201598963,127.991456499,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 01 ,1,,충청북도 영동군 추풍령면 후리길 25 ,,36.2200508101,127.991570785,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 02 ,1,,충청북도 영동군 추풍령면 후리길 32-5 ,,36.2198612291,127.992698325,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 03 ,1,,충청북도 영동군 추풍령면 관리211-4 ,,36.219835741,127.992729143,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 03-L1 ,1,,충청북도 영동군 추풍령면 후리길 32-5 ,,36.2198612291,127.992698325,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 03-R1 ,1,,충청북도 영동군 추풍령면 후리길 37-1 ,,36.2204898941,127.992087915,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 04 ,1,,충청북도 영동군 추풍령면 후리길 47 ,,36.2210458721,127.99198372,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 05 ,1,,충청북도 영동군 추풍령면 후리길 49 ,,36.2212026252,127.991772165,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 06 ,1,,충청북도 영동군 추풍령면 후리1길 12-16 건너 ,,36.2216927759,127.991346833,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 06-L1 ,1,,충청북도 영동군 추풍령면 후리길 52 ,,36.2215790075,127.992026041,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 07 ,1,,충청북도 영동군 추풍령면 후리길 62 ,,36.2222918395,127.992132914,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 08 ,1,,충청북도 영동군 추풍령면 후리길 62 ,,36.2222918395,127.992132914,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 09 ,1,,충청북도 영동군 추풍령면 후리길 81 ,,36.2237652743,127.990496579,한전주,043-740-3503,충청북도 영동군청,2016-09-23
후리길 10 ,1,,충청북도 영동군 용화면 휴양림길6건너 2nd ,,36.0527300319,127.818515577,한전주,043-740-3503,충청북도 영동군청,2016-09-23
휴양림길 01 ,1,,충청북도 영동군 용화면 휴양림길 11 ,,36.0527900016,127.819235348,한전주,043-740-3503,충청북도 영동군청,2016-09-23
휴양림길 02 ,1,,충청북도 영동군 용화면 휴양림길 17-13 ,,36.0528965124,127.820528259,한전주,043-740-3503,충청북도 영동군청,2016-09-23
휴양림길 03 ,1,,충청북도 영동군 용화면 흘계길 5 앞 ,,36.0311893711,127.796329057,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흘계길 01 ,1,,충청북도 영동군 용화면 흘계길 3-19 앞 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로3길 02-L2 ,1,,충청북도 영동군 심천면 초강로 3길 18-7 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로3길 03 ,1,,충청북도 영동군 심천면 초강로 4길 6-1 앞 ,,36.2173407966,127.714352859,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로4길 01 ,1,,충청북도 영동군 심천면 초강로 11 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로4길 02 ,1,,충청북도 영동군 심천면 초강로 5길 9 ,,36.2180921662,127.715293886,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로5길 01 ,1,,충청북도 영동군 심천면 초강로 5길 17 ,,36.2187106014,127.715557534,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로5길 02 ,1,,충청북도 영동군 심천면 초강로 116-11 ,,36.2186107918,127.715369785,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로5길 02-L1 ,1,,충청북도 영동군 심천면 초강로 5길 19 ,,36.2189235607,127.715510539,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로5길 03 ,1,,충청북도 영동군 심천면 초강로 7길 2 ,,36.2199304825,127.714705605,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로7길 01 ,1,,충청북도 영동군 심천면 초강로 7길 16 ,,36.2192834568,127.713191637,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로7길 02 ,1,,충청북도 영동군 심천면 초강로 6길 12-9 ,,36.2187387762,127.713253422,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로7길 03 ,1,,충청북도 영동군 심천면 초강로7길25 ,,36.2187038709,127.713061816,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로7길 03-R1 ,1,,충청북도 영동군 심천면 초강로 16 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로7길 04 ,1,,충청북도 영동군 심천면 초강로 8 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
초강로7길 04-L1 ,1,,충청북도 영동군 추풍령면 추풍령로 497 ,,36.2120135695,128.001824558,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 01 ,1,,충청북도 영동군 추풍령면 추풍령로 494 ,,36.2117419172,128.001549762,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 02 ,1,,충청북도 영동군 추풍령면 추풍령로 496-10 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 02-L1 ,1,,충청북도 영동군 추풍령면 추풍령로 490-1 ,,36.211799405,128.00114127,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 03 ,1,,충청북도 영동군 추풍령면 추풍령로 486 ,,36.2118279457,128.000745753,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 04 ,1,,충청북도 영동군 추풍령면 추풍령로 485-6 ,,36.2122163126,128.000857453,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 04-R1 ,1,,충청북도 영동군 추풍령면 추풍령로 485-15 ,,36.2126708952,128.000809865,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 04-R2 ,1,,충청북도 영동군 추풍령면 추풍령로 482 ,,36.2118930111,128.000292875,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 05 ,1,,충청북도 영동군 추풍령면 추풍령로 478 ,,36.2119303926,127.999701754,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 06 ,1,,충청북도 영동군 추풍령면 추풍령로 476-11 ,,36.2115455173,127.999603448,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 06-L1 ,1,,충청북도 영동군 추풍령면 추풍령로 472 ,,36.2118551851,127.999211506,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 07 ,1,,충청북도 영동군 추풍령면 추풍령로 470 ,,36.2119583694,127.998941484,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 07-L1 ,1,,충청북도 영동군 추풍령면 추풍령로 463 ,,36.2124440081,127.998195923,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 08 ,1,,충청북도 영동군 추풍령면 추풍령로 455 ,,36.2128048727,127.997715658,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 09 ,1,,충청북도 영동군 추풍령면 추풍령로 453-8 ,,36.2127742213,127.997933228,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 09-R1 ,1,,충청북도 영동군 추풍령면 추풍령로 445 ,,36.2134356005,127.996860718,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 10 ,1,,충청북도 영동군 추풍령면 추풍령로 445-5 ,,36.2136077989,127.997392238,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 10-R1 ,1,,충청북도 영동군 추풍령면 추풍령로 443 ,,36.2135993853,127.996671523,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 11 ,1,,충청북도 영동군 추풍령면 추풍령로1길  ,,36.2163230732,127.99770695,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 12  ,1,,충청북도 영동군 추풍령면 추풍령로  ,,36.2119825715,128.004662053,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 13 ,1,,충청북도 영동군 추풍령면 추풍령로  ,,36.2119825715,128.004662053,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 14 ,1,,충청북도 영동군 추풍령면 추풍령로 391 ,,36.2171426071,127.993220025,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 15 ,1,,충청북도 영동군 추풍령면 추풍령로 385 ,,36.217565721,127.992620388,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 16 ,1,,충청북도 영동군 추풍령면 추풍령로 381-1 ,,36.2182552048,127.992500094,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 16-L1 ,1,,충청북도 영동군 추풍령면 관리길 5-4  ,,36.2177467336,127.992960756,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 16-R1 ,1,,충청북도 영동군 추풍령면 관리449-31 ,,36.2176282847,127.992465484,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 17 ,1,,충청북도 영동군 추풍령면 추풍령로 383-9 ,,36.2180262546,127.992724073,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 17-R1 ,1,,충청북도 영동군 추풍령면 추풍령로 377-1 ,,36.2181294719,127.992013624,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 18 ,1,,충청북도 영동군 추풍령면 추풍령로 378 ,,36.2178005344,127.991689183,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 19 ,1,,충청북도 영동군 추풍령면 추풍령로 263-5 ,,36.2153783601,127.980297648,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 20 ,1,,충청북도 영동군 추풍령면 추풍령로263 ,,36.2152739454,127.980283,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 20-L1 ,1,,충청북도 영동군 추풍령면 추풍령로 ,,36.2119825715,128.004662053,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로 21 ,1,,충청북도 영동군 추풍령면 추풍령로 10길 12-1 ,,36.2078251675,128.004382068,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로10길 01 ,1,,충청북도 영동군 추풍령면 추풍령로 10길  ,,36.2081044269,128.003749589,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흘계길 01-L1 ,1,,충청북도 영동군 용화면 흘계길 3-46 ,,36.0316509093,127.795224198,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흘계길 01-L2 ,1,,충청북도 영동군 용화면 흘계길 12 ,,36.0315711976,127.79691428,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흘계길 01-R1 ,1,,충청북도 영동군 용화면 흘계길 14 앞 흘계마을회관 ,,36.0317102647,127.796600581,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흘계길 01-R2 ,1,,충청북도 영동군 용화면 흘계길 17 건너 ,,36.031589026,127.795858212,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흘계길 01-R3 ,1,,충청북도 영동군 상촌면 흙목1길 10 건너 ,,36.1098679754,127.894819746,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흙목1길 01 ,1,,충청북도 영동군 상촌면 흙목1길 38 건너 ,,36.1103351987,127.892106294,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흙목1길 02 ,1,,충청북도 영동군 상촌면 흙목2길 1 ,,36.1058115016,127.891104518,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흙목2길 01 ,1,,충청북도 영동군 상촌면 흙목2길 7 앞 ,,36.1065516989,127.890939633,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흙목2길 02 ,1,,충청북도 영동군 상촌면 흙목2길 (다리건너) ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흙목2길 03 ,1,,충청북도 영동군 상촌면 흙목2길 32-2 ,,36.1074078844,127.889718801,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흙목2길 04 ,1,,충청북도 영동군 상촌면 대해리 1055-1 ,,36.1069555287,127.888985176,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흙목2길 05 ,1,,충청북도 영동군 상촌면 흥덕1길 11-3 건너 ,,36.0729238981,127.940366943,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕1길 01 ,1,,충청북도 영동군 상촌면 흥덕1길 11-27 앞 ,,36.0720882857,127.939819727,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕1길 02 ,1,,충청북도 영동군 상촌면 흥덕2길 26-19 건너 ,,36.0757392856,127.940356058,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕2길 01 ,1,,충청북도 영동군 상촌면 흥덕2길 28 건너 ,,36.0748599683,127.939866027,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕2길 02 ,1,,충청북도 영동군 상촌면 흥덕2길 30 ,,36.0747816463,127.939740764,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕2길 03 ,1,,충청북도 영동군 상촌면 흥덕2길 36-5 건너 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕2길 03-L1 ,1,,충청북도 영동군 상촌면 흥덕2길 36-3 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕2길 03-L2 ,1,,충청북도 영동군 상촌면 흥덕2길 36 ,,36.0743096239,127.939255589,한전주,043-740-3503,충청북도 영동군청,2016-09-23
